0,-1.68,-1.4018,-1.8127,-2.9937,-0.8857,-0.0696,1
0.002,-1.68,-1.4018,-1.8127,-2.9937,-0.8857,-0.0696,1
0.004,-1.68,-1.4018,-1.8127,-2.9937,-0.8857,-0.0696,1
0.006,-1.67999436447404,-1.40179948820208,-1.81269484908182,-2.99370531773744,-0.885694380310325,-0.0696005452073677,1
0.008,-1.6799887289826,-1.40179897650101,-1.81268969808777,-2.99371063545048,-0.885688760655217,-0.0696010904164031,1
0.01,-1.67998121502089,-1.40179829430726,-1.8126828300386,-2.99371772571154,-0.88568126780874,-0.0696018173658593,1
0.012,-1.679971822626,-1.4017974417246,-1.81267424485333,-2.99372658849335,-0.88567190180805,-0.0696027260582688,1
0.014,-1.67996055183631,-1.40179641885985,-1.81266394244918,-2.99373722376558,-0.885660662691651,-0.0696038164977072,1
0.016,-1.67994740269788,-1.40179522584116,-1.81265192272691,-2.99374963149168,-0.885647550505746,-0.0696050886891773,1
0.018,-1.67993237526446,-1.40179386281801,-1.8126381855708,-2.99376381162887,-0.885632565304248,-0.0696065426386078,1
0.02,-1.67991546959744,-1.40179232996121,-1.81262273084864,-2.99377976412814,-0.885615707148776,-0.0696081783528545,1
0.022,-1.67989668576595,-1.40179062746288,-1.81260555841178,-2.99379748893424,-0.885596976108653,-0.0696099958396998,1
0.024,-1.67987602384675,-1.40178875553648,-1.81258666809509,-2.99381698598572,-0.885576372260914,-0.0696119951078529,1
0.026,-1.67985348392431,-1.40178671441677,-1.81256605971696,-2.99383825521484,-0.885553895690294,-0.0696141761669504,1
0.028,-1.67982906609075,-1.40178450435987,-1.81254373307934,-2.99386129654767,-0.885529546489245,-0.0696165390275558,1
0.03,-1.67980277044592,-1.40178212564318,-1.81251968796769,-2.99388610990402,-0.885503324757922,-0.0696190837011603,1
0.032,-1.6797745970973,-1.40177957856544,-1.81249392415106,-2.99391269519746,-0.885475230604189,-0.069621810200183,1
0.034,-1.67974454616009,-1.40177686344671,-1.81246644138199,-2.99394105233533,-0.885445264143624,-0.0696247185379705,1
0.036,-1.67971261775716,-1.40177398062838,-1.8124372393966,-2.9939711812187,-0.885413425499511,-0.0696278087287978,1
0.038,-1.67967881201905,-1.40177093047312,-1.81240631791457,-2.99400308174242,-0.885379714802847,-0.0696310807878688,1
0.04,-1.67964312908402,-1.40176771336497,-1.81237367663913,-2.99403675379506,-0.885344132192339,-0.0696345347313158,1
0.042,-1.67960556909797,-1.40176432970923,-1.81233931525705,-2.99407219725894,-0.885306677814409,-0.0696381705762005,1
0.044,-1.67956613221453,-1.40176077993254,-1.8123032334387,-2.99410941201015,-0.88526735182319,-0.069641988340514,1
0.046,-1.67952481859499,-1.40175706448287,-1.81226543083799,-2.99414839791849,-0.885226154380531,-0.0696459880431773,1
0.048,-1.67948162840833,-1.40175318382946,-1.81222590709243,-2.9941891548475,-0.885183085655992,-0.0696501697040418,1
0.05,-1.67943656183122,-1.40174913846288,-1.8121846618231,-2.99423168265445,-0.885138145826851,-0.0696545333438898,1
0.052,-1.67938961904803,-1.40174492889501,-1.81214169463464,-2.99427598119035,-0.885091335078101,-0.0696590789844344,1
0.054,-1.67934080025081,-1.40174055565903,-1.81209700511533,-2.99432205029993,-0.885042653602451,-0.0696638066483205,1
0.056,-1.67929010563929,-1.40173601930941,-1.81205059283702,-2.99436988982163,-0.884992101600332,-0.069668716359125,1
0.058,-1.67923753542091,-1.40173132042195,-1.81200245735514,-2.9944194995876,-0.884939679279888,-0.0696738081413576,1
0.06,-1.6791830898108,-1.40172645959373,-1.81195259820877,-2.99447087942373,-0.884885386856986,-0.069679082020461,1
0.062,-1.67912676903177,-1.40172143744313,-1.81190101492058,-2.99452402914959,-0.884829224555212,-0.0696845380228115,1
0.064,-1.67906857331434,-1.40171625460982,-1.81184770699687,-2.99457894857845,-0.884771192605877,-0.0696901761757197,1
0.066,-1.67900850289672,-1.40171091175476,-1.81179267392755,-2.9946356375173,-0.88471129124801,-0.069695996507431,1
0.068,-1.67894655802481,-1.40170540956022,-1.8117359151862,-2.99469409576679,-0.884649520728364,-0.0697019990471264,1
0.07,-1.67888273895221,-1.40169974872974,-1.81167743023001,-2.99475432312129,-0.884585881301419,-0.0697081838249225,1
0.072,-1.67881704594022,-1.40169392998816,-1.81161721849983,-2.99481631936882,-0.884520373229379,-0.069714550871873,1
0.074,-1.67874947925785,-1.40168795408157,-1.81155527942017,-2.9948800842911,-0.884452996782177,-0.0697211002199688,1
0.076,-1.67868003918178,-1.40168182177739,-1.8114916123992,-2.9949456176635,-0.88438375223747,-0.0697278319021388,1
0.078,-1.67860872599643,-1.40167553386427,-1.81142621682877,-2.99501291925506,-0.884312639880644,-0.0697347459522508,1
0.08,-1.6785355399939,-1.40166909115216,-1.8113590920844,-2.99508198882849,-0.884239660004821,-0.069741842405112,1
0.082,-1.678460481474,-1.40166249447227,-1.81129023752531,-2.99515282614014,-0.884164812910848,-0.0697491212964697,1
0.084,-1.67838355074423,-1.4016557446771,-1.81121965249441,-2.99522543094,-0.884088098907307,-0.0697565826630125,1
0.086,-1.67830474811983,-1.40164884264039,-1.81114733631833,-2.99529980297172,-0.884009518310512,-0.0697642265423707,1
0.088,-1.67822407392371,-1.40164178925715,-1.8110732883074,-2.99537594197255,-0.883929071444515,-0.069772052973117,1
0.09,-1.67814152848651,-1.40163458544365,-1.81099750775568,-2.99545384767341,-0.883846758641104,-0.0697800619947677,1
0.092,-1.67805711214659,-1.40162723213743,-1.81091999394098,-2.99553351979879,-0.8837625802398,-0.0697882536477837,1
0.094,-1.67797082524999,-1.40161973029725,-1.81084074612483,-2.99561495806684,-0.883676536587869,-0.0697966279735705,1
0.096,-1.67788266815049,-1.40161208090316,-1.81075976355254,-2.99569816218927,-0.883588628040315,-0.0698051850144801,1
0.098,-1.67779264120957,-1.40160428495641,-1.81067704545316,-2.99578313187142,-0.883498854959881,-0.0698139248138115,1
0.1,-1.67770074479644,-1.40159634347953,-1.81059259103955,-2.99586986681221,-0.883407217717057,-0.0698228474158113,1
0.102,-1.677606979288,-1.40158825751627,-1.81050639950831,-2.99595836670413,-0.883313716690075,-0.0698319528656756,1
0.104,-1.6775113450689,-1.40158002813161,-1.81041847003987,-2.99604863123327,-0.883218352264915,-0.0698412412095497,1
0.106,-1.67741384253149,-1.40157165641177,-1.81032880179846,-2.99614066007928,-0.883121124835303,-0.0698507124945302,1
0.108,-1.67731447207584,-1.40156314346421,-1.81023739393213,-2.99623445291534,-0.883022034802715,-0.0698603667686657,1
0.11,-1.67721323410976,-1.40155449041757,-1.81014424557276,-2.99633000940822,-0.882921082576375,-0.0698702040809574,1
0.112,-1.67711012904877,-1.40154569842175,-1.81004935583606,-2.99642732921821,-0.882818268573264,-0.0698802244813607,1
0.114,-1.67700515731612,-1.40153676864784,-1.80995272382161,-2.99652641199915,-0.882713593218111,-0.0698904280207863,1
0.116,-1.67689831934278,-1.40152770228815,-1.80985434861284,-2.99662725739839,-0.882607056943405,-0.0699008147511007,1
0.118,-1.67678962029111,-1.40151850624983,-1.80975423185204,-2.99672983777595,-0.882498665408847,-0.0699114017399853,1
0.12,-1.67667904664138,-1.40150915862055,-1.80965237679207,-2.99683420945529,-0.882388404117575,-0.069922155453654,1
0.122,-1.67656661260785,-1.40149968986797,-1.80954876634087,-2.99694034052726,-0.88227628775557,-0.0699330920803362,1
0.124,-1.67645231413619,-1.40149008951102,-1.80944340886801,-2.99704823274194,-0.882162312282893,-0.0699442121148752,1
0.126,-1.67633615169471,-1.40148035884778,-1.80933630337648,-2.99715788571425,-0.882046478169486,-0.0699555156140671,1
0.128,-1.67621812576076,-1.40147049919773,-1.80922744885318,-2.99726929905253,-0.881928785894404,-0.0699670026355406,1
0.13,-1.67609823681947,-1.40146051190151,-1.80911684426895,-2.99738247235855,-0.881809235944466,-0.0699786732378889,1
0.132,-1.6759764853637,-1.40145039832093,-1.80900448857864,-2.99749740522757,-0.881687828814262,-0.0699905274806708,1
0.134,-1.67585287189404,-1.40144015983899,-1.80889038072104,-2.99761409724826,-0.881564565006152,-0.0700025654244126,1
0.136,-1.67572739691883,-1.40142979785982,-1.80877451961897,-2.99773254800275,-0.881439445030268,-0.0700147871306088,1
0.138,-1.67560006095416,-1.40141931380873,-1.80865690417923,-2.99785275706656,-0.881312469404518,-0.0700271926617238,1
0.14,-1.67547086452386,-1.40140870913217,-1.80853753329267,-2.99797472400865,-0.881183638654584,-0.0700397820811933,1
0.142,-1.67533980815953,-1.40139798529774,-1.80841640583419,-2.99809844839139,-0.881052953313927,-0.0700525554534254,1
0.144,-1.6752068924005,-1.40138714379417,-1.80829352066271,-2.9982239297705,-0.88092041392379,-0.0700655128438022,1
0.146,-1.67507211779387,-1.40137618613133,-1.80816887662125,-2.99835116769513,-0.880786021033194,-0.0700786543186813,1
0.148,-1.6749354922479,-1.40136512640677,-1.80804246970948,-2.99848013280697,-0.880649783049307,-0.0700919970039463,1
0.15,-1.67479699447417,-1.40135392229682,-1.80791431933989,-2.99861088579402,-0.880511677712275,-0.0701055075510738,1
0.152,-1.67465664668218,-1.40134262542473,-1.80778439158882,-2.99874339058184,-0.880371727689871,-0.0701192016911886,1
0.154,-1.67451444231122,-1.40133121864444,-1.8076527001808,-2.99887765004511,-0.880229926443654,-0.0701330801908037,1
0.156,-1.67437038194448,-1.40131970357103,-1.80751924387949,-2.99901366369986,-0.880086274558897,-0.0701471431214388,1
0.158,-1.67422446617561,-1.40130808184105,-1.80738402143264,-2.99915143105529,-0.879940772631356,-0.0701613905553352,1
0.16,-1.67407669560604,-1.40129635511215,-1.80724703157221,-2.99929095161391,-0.879793421264585,-0.0701758225657198,1
0.162,-1.67392707084495,-1.40128452506305,-1.80710827301435,-2.9994322248715,-0.879644221069937,-0.0701904392268073,1
0.164,-1.67377559250931,-1.40127259339356,-1.80696774445941,-2.99957525031713,-0.87949317266656,-0.0702052406138018,1
0.166,-1.67362226122385,-1.40126056182457,-1.80682544459199,-2.99972002743316,-0.87934027668141,-0.0702202268028979,1
0.168,-1.67346707762108,-1.40124843209802,-1.80668137208093,-2.99986655569519,-0.879185533749244,-0.070235397871283,1
0.17,-1.6733100423413,-1.40123620597692,-1.80653552557936,-3.00001483457207,-0.879028944512626,-0.0702507538971385,1
0.172,-1.67315115603256,-1.40122388524533,-1.80638790372465,-3.00016486352588,-0.878870509621933,-0.0702662949596419,1
0.174,-1.67299041935073,-1.40121147170835,-1.80623850513852,-3.00031664201193,-0.878710229735348,-0.0702820211389682,1
0.176,-1.67282783295943,-1.40119896719213,-1.80608732842698,-3.00047016947874,-0.87854810551887,-0.070297932516292,1
0.178,-1.67266339753009,-1.40118637354383,-1.80593437218039,-3.00062544536803,-0.878384137646314,-0.0703140291737887,1
0.18,-1.67249711374192,-1.40117369263167,-1.80577963497346,-3.0007824691147,-0.878218326799311,-0.070330311194637,1
0.182,-1.67232898228191,-1.40116092634484,-1.8056231153653,-3.00094124014683,-0.878050673667313,-0.0703467786630204,1
0.184,-1.67215901551499,-1.40114809335265,-1.8054648125934,-3.00110170281013,-0.877881191598704,-0.0703634653208484,1
0.186,-1.67198717954222,-1.40113513320165,-1.80530474679081,-3.00126397183333,-0.87770984476762,-0.0703803050526754,1
0.188,-1.6718135092617,-1.40112212233174,-1.80514287118066,-3.00142798121733,-0.877536668991133,-0.0703973293879361,1
0.19,-1.67163799414043,-1.40110903385467,-1.80497920724971,-3.00159373553024,-0.877361653770813,-0.0704145395171431,1
0.192,-1.67146063489928,-1.40109586976395,-1.80481375347932,-3.00176123416608,-0.87718479983015,-0.0704319355300327,1
0.194,-1.67128143227204,-1.40108263207474,-1.80464650833522,-3.0019304765117,-0.877006107905567,-0.0704495175168565,1
0.196,-1.67110038700032,-1.40106932282314,-1.80447747026767,-3.00210146194702,-0.87682557874132,-0.0704672855688843,1
0.198,-1.67091751336282,-1.40105597128414,-1.80430662267065,-3.00227416074991,-0.876643227050037,-0.0704852545825751,1
0.2,-1.67073277172188,-1.40104249226656,-1.80413402005849,-3.00244863645661,-0.87645901237259,-0.0705033963563796,1
0.202,-1.67054620303832,-1.40102898075145,-1.80395959376908,-3.00262484736915,-0.876272976027474,-0.0705217231667366,1
0.204,-1.67035779476097,-1.40101540602853,-1.80378336820278,-3.00280279882133,-0.876085105504303,-0.0705402364170349,1
0.206,-1.67016754766433,-1.40100177023793,-1.80360534173271,-3.0029824901586,-0.875895401580399,-0.0705589362042713,1
0.208,-1.66997546253689,-1.40098807554136,-1.80342551271661,-3.00316392071909,-0.875703865047091,-0.070577822625867,1
0.21,-1.66978154017497,-1.40097432412142,-1.80324387949689,-3.00334708983393,-0.87551049670356,-0.0705968957802757,1
0.212,-1.66958578138272,-1.40096051818165,-1.80306044040063,-3.00353199682722,-0.875315297356849,-0.0706161557669855,1
0.214,-1.66938818697209,-1.40094665994642,-1.80287519373961,-3.00371864101601,-0.875118267821854,-0.0706356026865217,1
0.216,-1.6691887577629,-1.40093275166101,-1.80268813781032,-3.0039070217103,-0.874919408921332,-0.0706552366404487,1
0.218,-1.66898749458279,-1.40091879559155,-1.802499270894,-3.00409713821304,-0.874718721485908,-0.0706750577313719,1
0.22,-1.66878441495134,-1.40090482327049,-1.80230858192242,-3.00428893256567,-0.874516224007143,-0.0706950993174143,1
0.222,-1.66857947007179,-1.40089073710822,-1.80211612085773,-3.00448252589498,-0.874311865800588,-0.0707152966075567,1
0.224,-1.66837271001452,-1.40087665148637,-1.80192181051935,-3.00467784556435,-0.874105697814945,-0.0707356797466817,1
0.226,-1.66816411938397,-1.40086252735457,-1.80172568216661,-3.00487489818245,-0.873897704704281,-0.0707562504429185,1
0.228,-1.66795369903826,-1.40084836708204,-1.80152773400497,-3.00507368301704,-0.873687887329884,-0.0707770088049724,1
0.23,-1.66774144985208,-1.40083417305992,-1.80132796422456,-3.00527419932834,-0.873476246569611,-0.0707979549417447,1
0.232,-1.66752737270797,-1.40081994770014,-1.80112637100045,-3.00547644636939,-0.873262783309205,-0.0708190889631941,1
0.234,-1.66731146849633,-1.40080569343544,-1.8009229524926,-3.00568042338603,-0.873047498442293,-0.0708404109803389,1
0.236,-1.66709375674839,-1.40079145182277,-1.80071768676151,-3.00588608022173,-0.872830412286092,-0.0708619479722617,1
0.238,-1.666874182814,-1.40077709801518,-1.80051065167382,-3.006093523278,-0.872611468681319,-0.0708836481340328,1
0.24,-1.66665280280957,-1.40076277183408,-1.80030174612796,-3.00630268561985,-0.872390724424981,-0.0709055348251764,1
0.242,-1.66642959938903,-1.40074842668835,-1.80009100778744,-3.006513574848,-0.872168162226766,-0.0709276099657026,1
0.244,-1.66620457347082,-1.40073406511277,-1.79987843473773,-3.00672619017262,-0.871943783008536,-0.0709498736730787,1
0.246,-1.6659777259925,-1.40071968966457,-1.79966402504883,-3.00694053079614,-0.871717587711283,-0.0709723260647337,1
0.248,-1.66574905789953,-1.40070530292173,-1.79944777677582,-3.00715659591368,-0.871489577283898,-0.0709949672591744,1
0.25,-1.66551857014521,-1.40069090748289,-1.79922968795892,-3.00737438471305,-0.871259752683177,-0.0710177973759874,1
0.252,-1.66528465195415,-1.40067450524281,-1.79900738370665,-3.00759813106917,-0.871026508734119,-0.0710410091253187,1
0.254,-1.66505213962617,-1.40066209058381,-1.79878800223912,-3.00781508292695,-0.870794665907571,-0.0710640577425987,1
0.256,-1.66481619894516,-1.40064768380387,-1.79856438072361,-3.00803803804638,-0.870559404865297,-0.0710874553403232,1
0.258,-1.66457844223599,-1.40063327997634,-1.79833890984045,-3.00826271329818,-0.870322333297867,-0.0711110423753692,1
0.26,-1.66433887075063,-1.40061888075651,-1.79811158839183,-3.0084891080606,-0.870083452460147,-0.0711348189470637,1
0.262,-1.66409748548933,-1.4006044888668,-1.79788241432933,-3.00871722147731,-0.869842763356047,-0.0711587851815658,1
0.264,-1.66385431090187,-1.40059015857912,-1.79765135534258,-3.0089470014505,-0.869600291206109,-0.071182967535851,1
0.266,-1.66360927802644,-1.40057572806349,-1.79741851950869,-3.00917855996668,-0.869355965585382,-0.0712073157827625,1
0.268,-1.66336245750441,-1.40056137469953,-1.79718377517042,-3.0094118241286,-0.869109857772245,-0.0712318517850655,1
0.27,-1.66311382730352,-1.40054703976478,-1.79694716987629,-3.00964680344432,-0.868861945804791,-0.0712565779641981,1
0.272,-1.6628633884482,-1.40053272608254,-1.79670870150522,-3.00988349702083,-0.868612230711315,-0.0712814944533619,1
0.274,-1.66261114198645,-1.40051843649903,-1.79646836792071,-3.01012190395697,-0.868360713543695,-0.0713066013853131,1
0.276,-1.66235711494441,-1.40050422959412,-1.79622613442992,-3.01036196765372,-0.868107422164681,-0.0713319274800648,1
0.278,-1.66210123085128,-1.40048993022174,-1.79598211759305,-3.01060380988691,-0.867852278516656,-0.071357418260272,1
0.28,-1.66184356792001,-1.40047573020979,-1.79573617540893,-3.01084735141401,-0.867595361500579,-0.0713830973415074,1
0.282,-1.66158410167104,-1.40046156588927,-1.79548835931956,-3.01109260262028,-0.867336646714829,-0.071408967406074,1
0.284,-1.66132283317437,-1.40044744020659,-1.79523866711669,-3.01133956256742,-0.867076135233466,-0.0714350285940888,1
0.286,-1.66105976352548,-1.4004333561311,-1.79498709657694,-3.01158823030896,-0.866813828156051,-0.071461281045046,1
0.288,-1.66079492258601,-1.40041937626319,-1.79473361111427,-3.01183854404631,-0.86654975625985,-0.0714877561900689,1
0.29,-1.66052822560447,-1.40040531283361,-1.79447833462534,-3.01209063677272,-0.866283833057379,-0.071514394432975,1
0.292,-1.66025975913188,-1.40039137159234,-1.79422111559626,-3.0123444221354,-0.866016145850251,-0.0715412215361247,1
0.294,-1.65998949598781,-1.40037748404261,-1.79396200919257,-3.01259991142966,-0.865746667544338,-0.0715682404697096,1
0.296,-1.65971743728792,-1.40036365325361,-1.79370101311984,-3.01285710367131,-0.865475399259558,-0.0715954513808723,1
0.298,-1.65944358417527,-1.40034988231732,-1.79343812506873,-3.01311599786794,-0.865202342143245,-0.0716228544159558,1
0.3,-1.65916796821129,-1.40033624184037,-1.79317330213619,-3.01337652856097,-0.864927528723714,-0.0716504827628552,1
0.302,-1.65889049976059,-1.40032251984376,-1.79290668810541,-3.01363883686571,-0.864650867532719,-0.0716782735044206,1
0.304,-1.65861127032464,-1.40030894721167,-1.7926381101279,-3.01390283088784,-0.864372450863591,-0.0717062538175779,1
0.306,-1.65833028329685,-1.40029552226975,-1.79236757721944,-3.0141684834433,-0.864092282633754,-0.0717344416936455,1
0.308,-1.65804744362923,-1.40028201609815,-1.79209525991794,-3.01443588598094,-0.863810267027907,-0.071762810805451,1
0.31,-1.65776284846601,-1.40026867033843,-1.79182097071574,-3.01470497062106,-0.8635265014411,-0.0717913697464517,1
0.312,-1.65747646713762,-1.40025540664861,-1.79154477297247,-3.01497575005153,-0.863240955301054,-0.0718201218660065,1
0.314,-1.65718830082704,-1.40024222828036,-1.79126666426685,-3.01524822321827,-0.862953629795366,-0.0718490673221428,1
0.316,-1.65689838466484,-1.40022921461888,-1.7909865945785,-3.01552232299703,-0.862664561018284,-0.0718782391988838,1
0.318,-1.65660661856843,-1.40021612789861,-1.79070472873175,-3.01579819497801,-0.862373647072163,-0.0719075751789779,1
0.32,-1.65631310460423,-1.40020322521561,-1.79042087247281,-3.01607574293885,-0.862080990790951,-0.0719371016085479,1
0.322,-1.65601781059091,-1.40019042107974,-1.7901350954212,-3.01635498033802,-0.861786560095556,-0.0719668220065451,1
0.324,-1.65572077374409,-1.40017780145185,-1.78984733915585,-3.01663585105191,-0.861490392919187,-0.0719967610030732,1
0.326,-1.65542188767975,-1.40016511203619,-1.78955778790723,-3.01691847927337,-0.861192381561912,-0.0720268734307996,1
0.328,-1.65512126092097,-1.40015262373725,-1.78926623348152,-3.01720277838654,-0.860892635055239,-0.0720571767314218,1
0.33,-1.65481885914831,-1.40014024753038,-1.78897274821264,-3.01748876251401,-0.860591119188654,-0.0720876746539192,1
0.332,-1.65451468361172,-1.40012798684839,-1.78867732955501,-3.01777643053034,-0.860287835217017,-0.0721183673675481,1
0.334,-1.65420877372511,-1.40011593042942,-1.78837992111963,-3.01806570879419,-0.85998282360863,-0.0721492910629508,1
0.336,-1.65390101688687,-1.40010381192054,-1.78808070868558,-3.0183567572584,-0.859675969779203,-0.0721803776805449,1
0.338,-1.65359152777713,-1.40009191862242,-1.7877794744505,-3.01864947009554,-0.859367389241618,-0.0722116557989011,1
